Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
11/10/2025 3:24,237.7,0.9,106.7,0.000148,ON
11/10/2025 3:24,237.7,0.901,106.1,0.000296,ON
11/10/2025 3:24,237.7,0.897,105.9,0.000443,ON
11/10/2025 3:24,237.7,0.903,105.9,0.00059,ON
11/10/2025 3:24,237.7,0.899,106,0.000737,ON
11/10/2025 3:24,237.7,0.899,106,0.000884,ON
11/10/2025 3:24,237.7,0.899,106,0.001031,ON
11/10/2025 3:24,237.7,0.899,106,0.001179,ON
11/10/2025 3:25,237.7,0.899,106,0.001326,ON
11/10/2025 3:25,237.7,0.899,106,0.001473,ON
11/10/2025 3:25,237.7,0.899,106,0.00162,ON
11/10/2025 3:25,237.7,0.899,106,0.001767,ON
11/10/2025 3:25,237.7,0.899,106,0.001915,ON
11/10/2025 3:25,237.7,0.899,106,0.002062,ON
11/10/2025 3:25,237.7,0,0,0.002062,ON
11/10/2025 3:25,237.7,0,0,0.002062,ON
11/10/2025 3:25,237.7,0,0,0.002062,ON
11/10/2025 3:25,237.7,0,0,0.002062,ON
11/10/2025 3:25,237.7,0,0,0.002062,ON
11/10/2025 3:25,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.7,0,0,0.002062,ON
11/10/2025 3:26,237.2,0,0,0.002062,ON
11/10/2025 3:26,237.2,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0,0,0.002062,ON
11/10/2025 3:27,237.7,0.913,115,0.002222,ON
11/10/2025 3:28,237.7,0.913,114.3,0.00238,ON
11/10/2025 3:28,237.2,0.913,112.7,0.002537,ON
11/10/2025 3:28,237.2,0.95,130,0.002717,ON
11/10/2025 3:28,237.2,0.913,119.1,0.002883,ON
11/10/2025 3:28,237.2,0.913,119.1,0.003048,ON
11/10/2025 3:28,237.2,0.913,119.1,0.003214,ON
11/10/2025 3:28,237.2,0.913,119.1,0.003379,ON
11/10/2025 3:28,237.2,0.913,119.1,0.003545,ON
11/10/2025 3:28,237.2,0.913,119.1,0.00371,ON
11/10/2025 3:28,237.2,0.913,119.1,0.003875,ON
11/10/2025 3:28,237.2,0.913,119.1,0.004041,ON
11/10/2025 3:28,237.2,0.913,119.1,0.004206,ON
11/10/2025 3:29,237.2,0.913,119.1,0.004372,ON
11/10/2025 3:29,237.2,0.913,119.1,0.004537,ON
11/10/2025 3:29,237.2,0.913,119.1,0.004703,ON
11/10/2025 3:29,237.2,0.913,119.1,0.004868,ON
11/10/2025 3:29,237.2,0.913,119.1,0.005033,ON
11/10/2025 3:29,237.2,0.913,119.1,0.005199,ON
11/10/2025 3:29,237.2,0.913,119.1,0.005364,ON
11/10/2025 3:29,237.7,0.902,105.8,0.005511,ON
11/10/2025 3:29,238.1,0.903,105.3,0.005657,ON
11/10/2025 3:29,238.1,0.903,105.3,0.005804,ON
11/10/2025 3:29,238.1,0.903,105.3,0.00595,ON
11/10/2025 3:29,238.1,0.903,105.3,0.006096,ON
11/10/2025 3:30,238.1,0.903,105.3,0.006242,ON
11/10/2025 3:30,238.1,0.903,105.3,0.006389,ON
11/10/2025 3:30,237.7,0.897,104.9,0.006534,ON
11/10/2025 3:30,237.7,0.897,104.9,0.00668,ON
11/10/2025 3:30,237.7,0.897,104.9,0.006826,ON
11/10/2025 3:30,237.7,0.897,104.9,0.006971,ON
11/10/2025 3:30,237.7,0.897,104.9,0.007117,ON
11/10/2025 3:30,237.7,0.897,104.9,0.007263,ON
11/10/2025 3:30,237.7,0.897,104.9,0.007408,ON
11/10/2025 3:30,237.7,0.897,104.9,0.007554,ON
11/10/2025 3:30,237.7,0.899,104.1,0.007699,ON
11/10/2025 3:30,238.1,0.9,104.1,0.007843,ON
11/10/2025 3:31,238.1,0.9,104.1,0.007988,ON
11/10/2025 3:31,238.1,0.9,104.1,0.008133,ON
11/10/2025 3:31,238.1,0.9,104.1,0.008277,ON
11/10/2025 3:31,238.1,0.9,104.1,0.008422,ON
11/10/2025 3:31,238.1,0.9,104.1,0.008566,ON
11/10/2025 3:31,238.1,0.9,104.1,0.008711,ON
11/10/2025 3:31,238.1,0.9,104.1,0.008855,ON
11/10/2025 3:31,238.1,0.9,104.1,0.009,ON
11/10/2025 3:31,238.1,0.9,104.1,0.009145,ON
11/10/2025 3:31,238.1,0.9,104.1,0.009289,ON
11/10/2025 3:31,238.1,0.9,104.1,0.009434,ON
11/10/2025 3:31,238.1,0.9,104.1,0.009578,ON
11/10/2025 3:32,238.1,0.9,104.1,0.009723,ON
11/10/2025 3:32,238.1,0.9,104.1,0.009868,ON
11/10/2025 3:32,238.1,0.9,104.1,0.010012,ON
11/10/2025 3:32,238.1,0.9,104.1,0.010157,ON
11/10/2025 3:32,238.1,0.9,104.1,0.010301,ON
11/10/2025 3:32,238.1,0.9,104.1,0.010446,ON
11/10/2025 3:32,238.1,0.9,104.1,0.01059,ON
11/10/2025 3:32,238.1,0.9,104.1,0.010735,ON
11/10/2025 3:32,238.1,0.9,104.1,0.01088,ON
11/10/2025 3:32,238.1,0.9,104.1,0.011024,ON
11/10/2025 3:32,238.1,0.9,104.1,0.011169,ON
11/10/2025 3:32,238.1,0.9,104.1,0.011313,ON
11/10/2025 3:33,238.1,0.9,104.1,0.011458,ON
11/10/2025 3:33,238.1,0.9,104.1,0.011603,ON
11/10/2025 3:33,238.1,0.9,104.1,0.011747,ON
11/10/2025 3:33,238.1,0.9,104.1,0.011892,ON
11/10/2025 3:33,238.1,0.9,104.1,0.012036,ON
11/10/2025 3:33,238.1,0.9,104.1,0.012181,ON
11/10/2025 3:33,238.1,0.9,104.1,0.012325,ON
11/10/2025 3:33,238.1,0.9,104.1,0.01247,ON
11/10/2025 3:33,238.1,0.9,104.1,0.012615,ON
11/10/2025 3:33,238.1,0.9,104.1,0.012759,ON
11/10/2025 3:33,238.1,0.9,104.1,0.012904,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013048,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013193,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013338,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013482,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013627,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013771,ON
11/10/2025 3:34,238.1,0.9,104.1,0.013916,ON
11/10/2025 3:34,238.1,0.9,104.1,0.01406,ON
11/10/2025 3:34,238.1,0.9,104.1,0.014205,ON
11/10/2025 3:34,238.1,0.9,104.1,0.01435,ON
11/10/2025 3:34,238.1,0.9,104.1,0.014494,ON
11/10/2025 3:34,238.1,0.9,104.1,0.014639,ON
11/10/2025 3:35,238.1,0.9,104.1,0.014783,ON
11/10/2025 3:35,238.1,0.9,104.1,0.014928,ON
11/10/2025 3:35,238.1,0.9,104.1,0.015073,ON
11/10/2025 3:35,238.1,0.9,104.1,0.015217,ON
11/10/2025 3:35,238.1,0.9,104.1,0.015362,ON
11/10/2025 3:35,238.1,0.9,104.1,0.015506,ON
11/10/2025 3:35,238.1,0.9,104.1,0.015651,ON
11/10/2025 3:35,238.1,0.9,104.1,0.015795,ON
11/10/2025 3:35,238.1,0.9,104.1,0.01594,ON
11/10/2025 3:35,238.1,0.9,104.1,0.016085,ON
11/10/2025 3:35,238.1,0.9,104.1,0.016229,ON
11/10/2025 3:35,238.1,0.9,104.1,0.016374,ON
11/10/2025 3:36,238.1,0.9,104.1,0.016518,ON
11/10/2025 3:36,238.1,0.9,104.1,0.016663,ON
11/10/2025 3:36,238.1,0.9,104.1,0.016808,ON
11/10/2025 3:36,238.1,0.9,104.1,0.016952,ON
11/10/2025 3:36,238.1,0.9,104.1,0.017097,ON
11/10/2025 3:36,238.1,0.9,104.1,0.017241,ON
11/10/2025 3:36,238.1,0.9,104.1,0.017386,ON
11/10/2025 3:36,238.1,0.9,104.1,0.01753,ON
11/10/2025 3:36,238.1,0.9,104.1,0.017675,ON
11/10/2025 3:36,238.1,0.9,104.1,0.01782,ON
11/10/2025 3:36,238.1,0.9,104.1,0.017964,ON
11/10/2025 3:36,238.1,0.9,104.1,0.018109,ON
11/10/2025 3:37,238.1,0.9,104.1,0.018253,ON
11/10/2025 3:37,238.1,0.9,104.1,0.018398,ON
11/10/2025 3:37,238.1,0.9,104.1,0.018543,ON
11/10/2025 3:37,238.1,0.9,104.1,0.018687,ON
11/10/2025 3:37,238.1,0.9,104.1,0.018832,ON
11/10/2025 3:37,238.1,0.9,104.1,0.018976,ON
11/10/2025 3:37,238.1,0.9,104.1,0.019121,ON
11/10/2025 3:37,238.1,0.9,104.1,0.019265,ON
11/10/2025 3:37,238.1,0.9,104.1,0.01941,ON
11/10/2025 3:37,238.1,0.9,105.6,0.019557,ON
11/10/2025 3:37,238.6,0.903,105.8,0.019704,ON
11/10/2025 3:38,238.6,0.903,105.8,0.019851,ON
11/10/2025 3:38,238.6,0.903,105.8,0.019998,ON
11/10/2025 3:38,238.6,0.903,105.8,0.020144,ON
11/10/2025 3:38,238.6,0.903,105.8,0.020291,ON
11/10/2025 3:38,238.6,0.903,105.8,0.020438,ON
11/10/2025 3:38,238.6,0.903,105.8,0.020585,ON
11/10/2025 3:38,238.6,0.903,105.8,0.020732,ON
11/10/2025 3:38,238.6,0.903,105.8,0.020879,ON
11/10/2025 3:38,238.6,0.903,105.8,0.021026,ON
11/10/2025 3:38,238.6,0.903,105.8,0.021173,ON
11/10/2025 3:38,238.6,0.903,105.8,0.02132,ON
11/10/2025 3:38,238.6,0.903,105.8,0.021467,ON
11/10/2025 3:39,238.6,0.903,105.8,0.021614,ON
11/10/2025 3:39,238.6,0.903,105.8,0.021761,ON
11/10/2025 3:39,238.6,0.903,105.8,0.021908,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022055,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022202,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022349,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022496,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022643,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022789,ON
11/10/2025 3:39,238.6,0.903,105.8,0.022936,ON
11/10/2025 3:39,238.6,0.903,105.8,0.023083,ON
11/10/2025 3:39,238.6,0.903,105.8,0.02323,ON
11/10/2025 3:40,238.6,0.903,105.8,0.023377,ON
11/10/2025 3:40,238.6,0.903,105.8,0.023524,ON
11/10/2025 3:40,238.6,0.903,105.8,0.023671,ON
11/10/2025 3:40,238.6,0.903,105.8,0.023818,ON
11/10/2025 3:40,238.6,0.903,105.8,0.023965,ON
11/10/2025 3:40,238.6,0.903,105.8,0.024112,ON
11/10/2025 3:40,238.6,0.903,105.8,0.024259,ON
11/10/2025 3:40,237.2,0.902,105.9,0.024406,ON
11/10/2025 3:40,237.7,0.899,106.3,0.024554,ON
11/10/2025 3:40,237.7,0.898,106.4,0.024701,ON
11/10/2025 3:40,237.7,0.903,106.4,0.024849,ON
11/10/2025 3:40,237.7,0.903,106.4,0.024997,ON
11/10/2025 3:41,237.7,0.903,106.4,0.025145,ON
11/10/2025 3:41,237.7,0.903,106.4,0.025293,ON
11/10/2025 3:41,237.7,0.903,106.4,0.02544,ON
11/10/2025 3:41,237.7,0.903,106.4,0.025588,ON
11/10/2025 3:41,237.7,0.903,106.4,0.025736,ON
11/10/2025 3:41,237.7,0.903,106.4,0.025884,ON
11/10/2025 3:41,237.7,0.903,106.4,0.026031,ON
11/10/2025 3:41,237.7,0.903,106.4,0.026179,ON
11/10/2025 3:41,237.7,0.903,106.4,0.026327,ON
11/10/2025 3:41,237.7,0.903,106.4,0.026475,ON
11/10/2025 3:41,237.7,0.903,106.4,0.026623,ON
11/10/2025 3:41,237.7,0.903,106.4,0.02677,ON
11/10/2025 3:42,237.7,0.903,106.4,0.026918,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027066,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027214,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027361,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027509,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027657,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027805,ON
11/10/2025 3:42,237.7,0.903,106.4,0.027953,ON
11/10/2025 3:42,237.7,0.903,106.4,0.0281,ON
11/10/2025 3:42,237.7,0.903,106.4,0.028248,ON
11/10/2025 3:42,237.7,0.903,106.4,0.028396,ON
11/10/2025 3:42,237.7,0.903,106.4,0.028544,ON
11/10/2025 3:43,237.7,0.903,106.4,0.028691,ON
11/10/2025 3:43,237.7,0.903,106.4,0.028839,ON
11/10/2025 3:43,237.7,0.903,106.4,0.028987,ON
11/10/2025 3:43,237.7,0.903,106.4,0.029135,ON
11/10/2025 3:43,237.7,0.903,106.4,0.029283,ON
11/10/2025 3:43,237.7,0.903,106.4,0.02943,ON
11/10/2025 3:43,237.7,0.903,106.4,0.029578,ON
11/10/2025 3:43,237.7,0.903,106.4,0.029726,ON
11/10/2025 3:43,237.7,0.903,106.4,0.029874,ON
11/10/2025 3:43,237.7,0.903,106.4,0.030021,ON
11/10/2025 3:43,237.7,0.903,106.4,0.030169,ON
11/10/2025 3:44,237.7,0.903,106.4,0.030317,ON
11/10/2025 3:44,237.7,0.903,106.4,0.030465,ON
11/10/2025 3:44,237.7,0.903,106.4,0.030613,ON
11/10/2025 3:44,237.7,0.903,106.4,0.03076,ON
11/10/2025 3:44,237.7,0.903,106.4,0.030908,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031056,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031204,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031351,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031499,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031647,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031795,ON
11/10/2025 3:44,237.7,0.903,106.4,0.031943,ON
11/10/2025 3:45,237.7,0.903,106.4,0.03209,ON
11/10/2025 3:45,237.7,0.903,106.4,0.032238,ON
11/10/2025 3:45,237.7,0.903,106.4,0.032386,ON
11/10/2025 3:45,237.7,0.903,106.4,0.032534,ON
11/10/2025 3:45,237.7,0.903,106.4,0.032681,ON
11/10/2025 3:45,237.7,0.903,106.4,0.032829,ON
11/10/2025 3:45,237.7,0.903,106.4,0.032977,ON
11/10/2025 3:45,237.7,0.903,106.4,0.033125,ON
11/10/2025 3:45,237.7,0.903,106.4,0.033273,ON
11/10/2025 3:45,237.7,0.903,106.4,0.03342,ON
11/10/2025 3:45,237.7,0.903,106.4,0.033568,ON
11/10/2025 3:45,237.7,0.903,106.4,0.033716,ON
11/10/2025 3:46,237.7,0.903,106.4,0.033864,ON
11/10/2025 3:46,237.7,0.903,106.4,0.034011,ON
11/10/2025 3:46,237.7,0.903,106.4,0.034159,ON
11/10/2025 3:46,237.7,0.903,106.4,0.034307,ON
11/10/2025 3:46,237.7,0.903,106.4,0.034455,ON
11/10/2025 3:46,237.7,0.903,106.4,0.034602,ON
11/10/2025 3:46,237.7,0.903,106.4,0.03475,ON
11/10/2025 3:46,237.7,0.903,106.4,0.034898,ON
11/10/2025 3:46,237.7,0.903,106.4,0.035046,ON
11/10/2025 3:46,237.7,0.903,106.4,0.035194,ON
11/10/2025 3:46,237.7,0.903,106.4,0.035341,ON
11/10/2025 3:46,236.7,0.901,106,0.035489,ON
11/10/2025 3:47,236.7,0.901,106.1,0.035636,ON
11/10/2025 3:47,236.7,0.896,106,0.035783,ON
11/10/2025 3:47,236.7,0.899,106.3,0.035931,ON
11/10/2025 3:47,236.7,0.899,106.3,0.036078,ON
11/10/2025 3:47,236.7,0.896,106,0.036226,ON
11/10/2025 3:47,236.7,0.898,106.1,0.036373,ON
11/10/2025 3:47,236.7,0.898,106.1,0.03652,ON
11/10/2025 3:47,237.2,0.898,106.1,0.036668,ON
11/10/2025 3:47,237.2,0.898,106.1,0.036815,ON
11/10/2025 3:47,237.2,0.898,106.1,0.036962,ON
11/10/2025 3:47,237.2,0.898,106.1,0.03711,ON
11/10/2025 3:47,237.2,0.898,106.1,0.037257,ON
11/10/2025 3:48,237.2,0.898,106.1,0.037405,ON
11/10/2025 3:48,237.2,0.898,106.1,0.037552,ON
11/10/2025 3:48,237.2,0.898,106.1,0.037699,ON
11/10/2025 3:48,237.2,0.898,106.1,0.037847,ON
11/10/2025 3:48,237.2,0.898,106.1,0.037994,ON
11/10/2025 3:48,237.2,0.898,106.1,0.038141,ON
11/10/2025 3:48,237.2,0.898,106.1,0.038289,ON
11/10/2025 3:48,237.2,0.898,106.1,0.038436,ON
11/10/2025 3:48,237.2,0.898,106.1,0.038583,ON
11/10/2025 3:48,237.2,0.898,106.1,0.038731,ON
11/10/2025 3:48,237.2,0.898,106.1,0.038878,ON
11/10/2025 3:49,237.2,0.898,106.1,0.039026,ON
11/10/2025 3:49,237.2,0.898,106.1,0.039173,ON
11/10/2025 3:49,237.2,0.898,106.1,0.03932,ON
11/10/2025 3:49,236.7,0.9,105.5,0.039467,ON
11/10/2025 3:49,236.7,0.904,105.9,0.039614,ON
11/10/2025 3:49,237.7,0.904,105.8,0.039761,ON
11/10/2025 3:49,237.7,0.899,105.5,0.039907,ON
11/10/2025 3:49,237.7,0.905,105.5,0.040054,ON
11/10/2025 3:49,237.7,0.905,105.5,0.0402,ON
11/10/2025 3:49,237.7,0.905,105.5,0.040347,ON
11/10/2025 3:49,237.7,0.905,105.5,0.040493,ON
11/10/2025 3:49,237.7,0.905,105.5,0.04064,ON
11/10/2025 3:50,237.7,0.905,105.5,0.040787,ON
11/10/2025 3:50,237.7,0.905,105.5,0.040933,ON
11/10/2025 3:50,237.7,0.905,105.5,0.04108,ON
11/10/2025 3:50,237.7,0.905,105.5,0.041226,ON
11/10/2025 3:50,237.7,0.905,105.5,0.041373,ON
11/10/2025 3:50,237.7,0.905,105.5,0.041519,ON
11/10/2025 3:50,237.7,0.905,105.5,0.041666,ON
11/10/2025 3:50,237.7,0.905,105.5,0.041812,ON
11/10/2025 3:50,237.7,0.905,105.5,0.041959,ON
11/10/2025 3:50,237.7,0.905,105.5,0.042105,ON
11/10/2025 3:50,237.7,0.905,105.5,0.042252,ON
11/10/2025 3:50,237.7,0.905,105.5,0.042398,ON
11/10/2025 3:51,237.7,0.905,105.5,0.042545,ON
11/10/2025 3:51,237.7,0.905,105.5,0.042691,ON
11/10/2025 3:51,237.7,0.905,105.5,0.042838,ON
11/10/2025 3:51,237.7,0.905,105.5,0.042984,ON
11/10/2025 3:51,237.7,0.905,105.5,0.043131,ON
11/10/2025 3:51,237.7,0.905,105.5,0.043278,ON
11/10/2025 3:51,237.7,0.905,105.5,0.043424,ON
11/10/2025 3:51,237.7,0.905,105.5,0.043571,ON
11/10/2025 3:51,237.7,0.905,105.5,0.043717,ON
11/10/2025 3:51,237.7,0.905,105.5,0.043864,ON
11/10/2025 3:51,237.7,0.905,105.5,0.04401,ON
11/10/2025 3:51,237.7,0.905,105.5,0.044157,ON
11/10/2025 3:52,237.7,0.905,105.5,0.044303,ON
11/10/2025 3:52,237.7,0.905,105.5,0.04445,ON
11/10/2025 3:52,237.7,0.905,105.5,0.044596,ON
11/10/2025 3:52,237.7,0.905,105.5,0.044743,ON
11/10/2025 3:52,237.7,0.905,105.5,0.044889,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045036,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045182,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045329,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045475,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045622,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045768,ON
11/10/2025 3:52,237.7,0.905,105.5,0.045915,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046062,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046208,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046355,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046501,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046648,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046794,ON
11/10/2025 3:53,237.7,0.905,105.5,0.046941,ON
11/10/2025 3:53,237.7,0.905,105.5,0.047087,ON
11/10/2025 3:53,237.7,0.905,105.5,0.047234,ON
11/10/2025 3:53,237.7,0.905,105.5,0.04738,ON
11/10/2025 3:53,237.7,0.905,105.5,0.047527,ON
11/10/2025 3:54,237.7,0.905,105.5,0.047673,ON
11/10/2025 3:54,237.7,0.905,105.5,0.04782,ON
11/10/2025 3:54,237.7,0.905,105.5,0.047966,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048113,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048259,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048406,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048553,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048699,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048846,ON
11/10/2025 3:54,237.7,0.905,105.5,0.048992,ON
11/10/2025 3:54,237.7,0.905,105.5,0.049139,ON
11/10/2025 3:54,237.7,0.905,105.5,0.049285,ON
11/10/2025 3:55,237.7,0.905,105.5,0.049432,ON
11/10/2025 3:55,237.7,0.905,105.5,0.049578,ON
11/10/2025 3:55,237.7,0.905,105.5,0.049725,ON
11/10/2025 3:55,238.1,0.902,105.3,0.049871,ON
11/10/2025 3:55,238.1,0.903,105.4,0.050017,ON
11/10/2025 3:55,238.6,0.9,105.1,0.050163,ON
11/10/2025 3:55,238.6,0.906,105.1,0.050309,ON
11/10/2025 3:55,238.6,0.902,105.3,0.050456,ON
11/10/2025 3:55,238.6,0.901,105.3,0.050602,ON
11/10/2025 3:55,237.7,0.899,105.5,0.050748,ON
11/10/2025 3:55,237.7,0.906,105.4,0.050895,ON
11/10/2025 3:55,238.6,0.902,105.6,0.051041,ON
11/10/2025 3:56,238.6,0.905,105.4,0.051188,ON
11/10/2025 3:56,238.6,0.905,105.7,0.051335,ON
11/10/2025 3:56,238.6,0.905,105.7,0.051481,ON
11/10/2025 3:56,238.6,0.905,105.7,0.051628,ON
11/10/2025 3:56,238.6,0.905,105.7,0.051775,ON
11/10/2025 3:56,238.6,0.905,105.7,0.051922,ON
11/10/2025 3:56,238.6,0.905,105.7,0.052069,ON
11/10/2025 3:56,238.6,0.905,105.7,0.052215,ON
11/10/2025 3:56,238.6,0.905,105.7,0.052362,ON
11/10/2025 3:56,238.6,0.905,105.7,0.052509,ON
11/10/2025 3:56,238.6,0.905,105.7,0.052656,ON
11/10/2025 3:56,238.6,0.905,105.7,0.052803,ON
11/10/2025 3:57,238.6,0.905,105.7,0.052949,ON
11/10/2025 3:57,238.6,0.905,105.7,0.053096,ON
11/10/2025 3:57,238.6,0.905,105.7,0.053243,ON
11/10/2025 3:57,238.6,0.905,105.7,0.05339,ON
11/10/2025 3:57,238.6,0.905,105.7,0.053537,ON
11/10/2025 3:57,238.6,0.905,105.7,0.053683,ON
11/10/2025 3:57,238.6,0.905,105.7,0.05383,ON
11/10/2025 3:57,238.6,0.905,105.7,0.053977,ON
11/10/2025 3:57,238.6,0.905,105.7,0.054124,ON
11/10/2025 3:57,238.6,0.905,105.7,0.054271,ON
11/10/2025 3:57,238.6,0.905,105.7,0.054418,ON
11/10/2025 3:57,238.6,0.905,105.7,0.054564,ON
11/10/2025 3:58,238.6,0.905,105.7,0.054711,ON
11/10/2025 3:58,238.6,0.905,105.7,0.054858,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055005,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055152,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055298,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055445,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055592,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055739,ON
11/10/2025 3:58,238.6,0.905,105.7,0.055886,ON
11/10/2025 3:58,238.6,0.905,105.7,0.056032,ON
11/10/2025 3:58,238.6,0.905,105.7,0.056179,ON
11/10/2025 3:58,238.6,0.905,105.7,0.056326,ON
11/10/2025 3:59,238.6,0.905,105.7,0.056473,ON
11/10/2025 3:59,238.6,0.905,105.7,0.05662,ON
11/10/2025 3:59,238.6,0.905,105.7,0.056766,ON
11/10/2025 3:59,238.6,0.905,105.7,0.056913,ON
11/10/2025 3:59,238.6,0.905,105.7,0.05706,ON
11/10/2025 3:59,238.6,0.905,105.7,0.057207,ON
11/10/2025 3:59,238.6,0.905,105.7,0.057354,ON
11/10/2025 3:59,238.6,0.905,105.7,0.0575,ON
11/10/2025 3:59,238.6,0.905,105.7,0.057647,ON
11/10/2025 3:59,238.6,0.905,105.7,0.057794,ON
11/10/2025 3:59,238.6,0.905,105.7,0.057941,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058088,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058234,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058381,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058528,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058675,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058822,ON
11/10/2025 4:00,238.6,0.905,105.7,0.058968,ON
11/10/2025 4:00,238.6,0.905,105.7,0.059115,ON
11/10/2025 4:00,238.6,0.905,105.7,0.059262,ON
11/10/2025 4:00,238.6,0.905,105.7,0.059409,ON
11/10/2025 4:00,238.6,0.905,105.7,0.059556,ON
11/10/2025 4:00,238.6,0.905,105.7,0.059703,ON
11/10/2025 4:01,238.6,0.905,105.7,0.059849,ON
11/10/2025 4:01,238.6,0.905,105.7,0.059996,ON
11/10/2025 4:01,238.6,0.905,105.7,0.060143,ON
11/10/2025 4:01,238.6,0.905,105.7,0.06029,ON
11/10/2025 4:01,238.6,0.905,105.7,0.060437,ON
11/10/2025 4:01,237.7,0.899,104.2,0.060581,ON
11/10/2025 4:01,237.7,0.897,104.4,0.060726,ON
11/10/2025 4:01,237.7,0.899,104.5,0.060871,ON
11/10/2025 4:01,237.7,0.899,104.5,0.061017,ON
11/10/2025 4:01,237.7,0.899,104.5,0.061162,ON
11/10/2025 4:01,237.7,0.899,104.5,0.061307,ON
11/10/2025 4:01,237.7,0.899,104.5,0.061452,ON
11/10/2025 4:02,237.7,0.899,104.5,0.061597,ON
11/10/2025 4:02,237.7,0.899,104.5,0.061742,ON
11/10/2025 4:02,237.7,0.899,104.5,0.061887,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062032,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062178,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062323,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062468,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062613,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062758,ON
11/10/2025 4:02,237.7,0.899,104.5,0.062903,ON
